Ivan Shishkin;1125;950;175;84%
Martiros Saryan;1167;969;198;83%
Rockwell Kent;1009;821;188;81%
Alexei Harlamov;1097;852;245;78%
Isaac Levitan;1101;847;254;77%
Andrew Wyeth;1067;800;267;75%
Vasily Vereshchagin;1033;763;270;74%
Ilya Repin;1036;757;279;73%
Vasily Surikov;1061;738;323;70%
Gustave Courbet;1072;739;333;69%
Boris Kustodiev;1025;706;319;69%
Nikolai Ge;1018;616;402;61%
